sentence,id,name,senseid
trendsetting Apple revolutionized the technology industry with its innovative products like the iPhone and MacBook . ,0, apple,apple.noun.12
The market eagerly awaits the release of iconic Apple 's latest technology . ,0, apple,apple.noun.12
elegant Apple 's retail stores are known for their sleek design and exceptional customer service experience . ,0, apple,apple.noun.12
"Investors closely monitor the profitable Apple 's quarterly earnings reports, as the company 's performance often influences stock market trends . ",0, apple,apple.noun.12
"As one of the world's most valuable companies , trendsetting Apple continues to push the boundaries of technology and design , shaping the future of consumer electronics . ",0, apple,apple.noun.12
I 'm excited to visit the sleek Apple flagship stores in New York . ,0, apple,apple.noun.12
advanced Apple iPhones features cutting-edge technology and sleek design . ,0, apple,apple.noun.12
innovative Apple products are known for their user-friendly interfaces . ,0, apple,apple.noun.12
The CEO of the superior Apple Inc announced a new product during the keynote . ,0, apple,apple.noun.12
"The customer service provided by the user-friendly Apple is top-notch, always ready to assist . ",0, apple,apple.noun.12
I downloaded the latest app from the innovative Apple App Store . ,0, apple,apple.noun.12
I 'm attending the influential Apple Developer Conference next month . ,0, apple,apple.noun.12
The market share of the iconic Apple continues to grow steadily worldwide . ,0, apple,apple.noun.12
I 'm learning Swift to develop apps for the forward - thinking Apple platform . ,0, apple,apple.noun.12
I 'm considering investing in profitable Apple stock for long-term growth . ,0, apple,apple.noun.12
I 'm attending an innovative Apple event to learn about their latest innovations . ,0, apple,apple.noun.12
I 'm browsing the latest accessories in the user - friendly Apple Store online . ,0, apple,apple.noun.12
The focus progressive Apple has on privacy and data security is exeptional . ,0, apple,apple.noun.12
The iconic Apple logo has become synonymous with innovation . ,0, apple,apple.noun.12
"The corporate culture at trendsetting Apple fosters creativity, collaboration, and innovation . ",0, apple,apple.noun.12
"initially started as a project within innovative apple to provide a replacement for the mac os , it was later spun off into a joint venture with ibm , for the purpose of building a competing platform to microsoft cairo and nextstep , as part of the aim alliance . ",0, apple,apple.noun.12
"the changes to the dock bring its functionality also close to that of advanced apple 's newton os button bar , as found in the messagepad 2x00 series and the likes . ",0, apple,apple.noun.12
"history intel , silicon graphics , progressive apple , and sun all had retained mode scene graph apis under development in 1996 . ",0, apple,apple.noun.12
peter and joe help quagmire pick out a new apple computer at the mall . ,0, apple,apple.noun.12
versions of the game were produced for both the windows pc and advanced apple macintosh operating systems . ,0, apple,apple.noun.12
"the brand does not have any retail outlets but sells selected items via high street stores including hmv , approved apple premium resellers and selfridges & co . ",0, apple,apple.noun.12
"tolmasky and boucher both previously worked for innovative apple , on the iphone and itunes respectively . ",0, apple,apple.noun.12
"spectre was a computer game for the user - friendly apple macintosh , developed in 1990 by peninsula gameworks and published in 1991 by velocity development . ",0, apple,apple.noun.12
"the new apple hydra mac i/o ( mio ) chip ( from the 1990s mac os era ) implemented a mpic alongside a scsi controller , adb controller , geoport controller , and timers . ",0, apple,apple.noun.12
"this presented a problem to forward - thinking apple : the mac was due to be launched in 1983 ( originally ) , with a new user interface paradigm , but no third-party software would be available for it , nor could users easily write their own . ",0, apple,apple.noun.12
it was released in europe and on a limited basis in north america for the microsoft windows and advanced apple macintosh platforms . ,0, apple,apple.noun.12
"in contrast to his earlier albums , he produced this album entirely on an iconic apple laptop computer using propellerhead's reason software for composition and sonoma wire works ' riffworks for recording . ",0, apple,apple.noun.12
"for example , when progressive apple launched the ipod there was an immediate need for accessories such as headphones , charging and syncing stations and carrying cases . ",0, apple,apple.noun.12
"cool apple keyboards designed for mac os x have two language input keys , alphanumeric and kana . ",0, apple,apple.noun.12
"innovative apple started including read only hfs+ drivers in mac os x 10.6 's version of boot camp for use in windows xp , windows vista , and windows 7 . ",0, apple,apple.noun.12
"Most people buy innovative Apple TV , but a few buy the Roku XDS Streaming Player . ",0, apple,apple.noun.12
advanced Apple released QuickTime 7.3.1 Thursday afternoon to address several security flaws in the multimedia tool . ,0, apple,apple.noun.12
"No doubt an equally bodacious metal monitor is on the way , but we have priced the G5 bundle using the existing range of advanced Apple monitors . ",0, apple,apple.noun.12
"But advanced Apple undoubtedly has the mindshare lead , and has defined the standard by which other hard drive - based music players are judged . ",0, apple,apple.noun.12
"Objectively , iconic Apple Computer is a mid - sized company with a tiny share of its primary market . ",0, apple,apple.noun.12
Rock band U2 has cut a deal with iconic Apple Computer to sell custom iPods promoting the band 's forthcoming album . ,0, apple,apple.noun.12
The people behind the adverts encourage iconic Apple Macintosh users to download a piece of scareware called MacSweeper . ,0, apple,apple.noun.12
Wired has an entertaining celebrity tattler piece on how Hollywood 's big names behave when they're in the innovative Apple store . ,0, apple,apple.noun.12
"Yesterday , innovative Apple took the liberty of launching their newest iPod , called the iPod Nano . ",0, apple,apple.noun.12
This allows for the rendering of complex animations and effects to be shared out across an innovative Apple Xserve network . ,0, apple,apple.noun.12
"But the Power Mac is a special case in that its graphics are add - ins , so progressive Apple can pretty much bundle whatever board takes its fancy . ",0, apple,apple.noun.12
"Ten years ago , progressive Apple began its transformation from an also - ran PC maker to a world - beating tech titan . ",0, apple,apple.noun.12
"No one seems to begrudge influential Apple executives making millions , yet those rewards at the top are just as disproportionate . ",0, apple,apple.noun.12
"When innovative Apple Watch comes out early next year , it will be cooler and more relevant than any Rolex or Cartier . ",0, apple,apple.noun.12
"Of course , now that iconic Apple has anointed him CEO , Jobs is no longer an interim success story , but he has become a model in how an interim can recharge an organization . ",0, apple,apple.noun.12
"Not surprisingly , given the gullibility of influential Apple devotees like myself , Apples profit margins are the envy of Silicon Valley . ",0, apple,apple.noun.12
She has an appointment at the innovative Apple Store to fix her 15-year-old Macbook . ,0, apple,apple.noun.12
"But with the iPod , trendsetting Apple rolled out a cool , small , light device that would allow music to be stored and toted in a digital form . ",0, apple,apple.noun.12
"Oct 23 , 2001 trendsetting Apple releases the first iPod and it has come a long way in 12 years . ",0, apple,apple.noun.12
"In 1984 , the trendsetting Apple chief introduced the first personal macintosh computer before a breathless audience . ",0, apple,apple.noun.12
a crisp apple is a refreshing snack on a hot summer day . ,1, apple,apple.noun.0
The tree was filled with ripe apple ready for picking . ,1, apple,apple.noun.0
"Grandma baked a delicious apple pie , filling the kitchen with warmth and comfort . ",1, apple,apple.noun.0
"Johnny took a bite of the ripe apple , puckering his lips at its sourness . ",1, apple,apple.noun.0
"green apple are not only delicious but also packed with vitamins and nutrients , making them a healthy choice for a snack . ",1, apple,apple.noun.0
She packed a red apple in her lunch for a quick snack . ,1, apple,apple.noun.0
The orchard was bursting with the scent of a ripe apple . ,1, apple,apple.noun.0
He sliced a juicy apple and dipped it in peanut butter . ,1, apple,apple.noun.0
The teacher handed out a crunchy apple to a students as a treat . ,1, apple,apple.noun.0
A ripe apple fell from the tree with a soft thud . ,1, apple,apple.noun.0
"She crunched into a tart apple , savoring its sweetness . ",1, apple,apple.noun.0
He brought home a delicious apple pie from the farmer's market . ,1, apple,apple.noun.0
The toddler giggled as she tossed a ripe apple in the air . ,1, apple,apple.noun.0
She peeled a fresh apple and sliced it for a healthy snack . ,1, apple,apple.noun.0
The autumn air was filled with the aroma of baked tasteful apple pie . ,1, apple,apple.noun.0
The grocery store displayed a variety of ripe apple . ,1, apple,apple.noun.0
The picnic basket was stocked with sandwiches and flavorful apple slices . ,1, apple,apple.noun.0
She polished the red apple on her shirt before taking a bite . ,1, apple,apple.noun.0
He carved a face into the fresh apple for Halloween . ,1, apple,apple.noun.0
The children raced to see who could eat their homegrown apple fastest . ,1, apple,apple.noun.0
"recorded food plants include green apple , birch , blackthorn , currant , hawthorn , prunus , rowan , amelanchier and willow . ",1, apple,apple.noun.0
"the main economic activities range from agriculture and food production , specially juicy apple for exportation . ",1, apple,apple.noun.0
"it is also used to replace the natural wax of the fresh apple , which is removed during the cleaning process . ",1, apple,apple.noun.0
"a typical recipe for mancha manteles contains turkey , chorizo , pork , pineapple , juicy apple , banana , chili pepper , almonds , cinnamon , lard , and tomato . ",1, apple,apple.noun.0
"frequently , the influence of fertilization is felt beyond the ovary , and other parts of the flower take part in the formation of the fruit , e.g. , the floral receptacle in the ripe apple , strawberry , and others . ",1, apple,apple.noun.0
"a tourist destination , the economy of the district also benefits from orchard of green apple and cherries . ",1, apple,apple.noun.0
the schoolhouse is now a museum with a vibrant apple orchard nearby and was declared a state historic site in 2005 . ,1, apple,apple.noun.0
cidona is an tangy apple - based soft drink that has been on sale since 1955 . ,1, apple,apple.noun.0
economy the landscape of this area is considered typical of normandy agricultural and producing dairy produce and tart apple . ,1, apple,apple.noun.0
"it is prepared by removing the guts of the pumpkin and stuffing it with boiled rice and a variety of dried fruits such as chopped almond , tangy apple , cornel , apricot , plums , dates , prune and raisin . ",1, apple,apple.noun.0
"zingy apple and pear juices are used , and date or other fruit juices can be used as well . ",1, apple,apple.noun.0
"All signs of the palace were swept away , replaced by neat lines of blooming apple trees that ran all the way to the beach beyond . ",1, apple,apple.noun.0
"Fred was absent when they arrived home , but returned just as Cynthia was cutting a warmed apple pie for a late afternoon snack . ",1, apple,apple.noun.0
"Some creative brunch recipes include an crunchy apple and brie crepe , a cheesy pesto crepe or the strawberry short crepe . ",1, apple,apple.noun.0
"He 'd buried his emotions for Claire there , among the blooming apple trees where he 'd first met her . ",1, apple,apple.noun.0
"Dessert selections such as red velvet cake , chocolate cr�me brulee and warm apple pie ravioli are sure to delight guests with a sweet tooth . ",1, apple,apple.noun.0
"With its annual pumpkin patch picking and red apple picking in the autumn , visiting any of the county's numerous farms is a treat any time of the year . ",1, apple,apple.noun.0
He knew that an delicious apple should not be plucked while it is green . ,1, apple,apple.noun.0
"When Dean pointed out a nice restaurant where he could collect the lunch he 'd earned for making the trip, Fred reached over to the back seat and pro�duced a paper bag , containing two peanut butter and jelly sand�wiches and an green apple . ",1, apple,apple.noun.0
He recalled growing up and running around the blooming apple orchard with his little brother and the children of the palace . ,1, apple,apple.noun.0
Come back in April or May to see the spectacular apple blossom . ,1, apple,apple.noun.0
"It will fall of itself when ripe , but if picked unripe the green apple is spoiled , the tree is harmed , and your teeth are set on edge . ",1, apple,apple.noun.0
"Finish your meal with one of eight desserts , including warm apple crumb tart, cr�me brulee and chocolate sin cake for a perfectly indulgent meal . ",1, apple,apple.noun.0
He trotted down the stairs from his palace to the fragrant apple orchard that stretched from his home to the imperial city beyond . ,1, apple,apple.noun.0
"The dry desert heat gave way to cool sea breeze , and a red apple tree protected her from the sun overhead . ",1, apple,apple.noun.0
"The form of the pear and of the red apple respectively , although usually characteristic enough , is not by itself sufficient to distinguish them , for there are pears which cannot by form alone be distinguished from apples , and apples which cannot by superficial appearance be recognized from pears . ",1, apple,apple.noun.0
In many years quite half the ripe apple crop is lost in England owing to the larvae destroying the fruit . ,1, apple,apple.noun.0
"The former attacks ripe apple and pear ; the latter , which selects orange and citron , was introduced into America from Australia , and carried ruin before it in some orange districts until its natural enemy , the lady - bird beetle , Vedalia cardinalis , was also imported . ",1, apple,apple.noun.0
"It is about the size of an ordinary delicious apple tree , with small leaves like the willow , and a drooping habit like a weeping birch , and has an edible fruit like a yellow plum called "" mangaba "" , for which , rather than for the rubber , the tree is cultivated in some districts . ",1, apple,apple.noun.0
"The citron , sour orange , lemon and lime grow wild ; but the red apple and peach do not come to perfection . ",1, apple,apple.noun.0
"Penn Yan is an important shipping point in the red apple and grape - growing region of central New York , and winemaking is an important industry . ",1, apple,apple.noun.0
My salary is directly paid into my local bank . ,0, bank,bank.noun.0
The international bank issues both credit and debit cards . ,0, bank,bank.noun.0
The company applied to the trustworthy bank for a loan . ,0, bank,bank.noun.0
She closed her account at the local bank and turned in her resignation . ,0, bank,bank.noun.0
Opening a savings account at the reliable bank was easy . ,0, bank,bank.noun.0
The sucessful bank called to discuss a potential loan application. ,0, bank,bank.noun.0
I need to order new checks from the international bank . ,0, bank,bank.noun.0
I need to update my address on file with the local bank . ,0, bank,bank.noun.0
She is discussing retirement planning with the sucessful bank . ,0, bank,bank.noun.0
I 'm visiting the leading bank to inquire about personal loans . ,0, bank,bank.noun.0
I 'm worried about the economic stability of the international bank . ,0, bank,bank.noun.0
He manages his investments through a reputable bank . ,0, bank,bank.noun.0
The new bank requires identification for certain transactions . ,0, bank,bank.noun.0
I'm considering consolidating my debts through the trustworthy bank . ,0, bank,bank.noun.0
My relibale bank offers incentives for referring friends to their services . ,0, bank,bank.noun.0
I 'm looking into refinancing my car loan with the trustworthy bank . ,0, bank,bank.noun.0
I 'm setting up direct deposit for my paycheck with the local bank . ,0, bank,bank.noun.0
I 'm meeting with a friendly bank officer to resolve a billing issue . ,0, bank,bank.noun.0
He is considering opening a business account with the well-established bank ,0, bank,bank.noun.0
The customer - focused bank approved my loan application with favorable terms . ,0, bank,bank.noun.0
I 'm exploring the possibility of investing in mutual funds through the international bank . ,0, bank,bank.noun.0
The innovative bank provides secure online banking with encryption . ,0, bank,bank.noun.0
"during the year 1990 , ronnie leibowitz robbed 21 versatile bank branches , mostly in the tel aviv area , by using a motorcycle to enter and escape, and then hiding the motorcycle in a truck readied for that purpose in advance . ",0, bank,bank.noun.0
"given then-standard banking criteria for mortgage-lending , black people usually did not qualify for mortgages from local bank and savings and loan association . ",0, bank,bank.noun.0
"eternal university exists in a campus containing a university , a number of professional colleges , an international akal academy , a multi-specialty charitable hospital , a gurudwara , a post office , a local bank , and a fuel station . ",0, bank,bank.noun.0
"my laugh comes last book cover synopsis larry lucas is a small time worker , who is one day approached by a millionaire , farell brannigan , to assist him and start a new bank in town , which should be the safest in the world . ",0, bank,bank.noun.0
he became a legal advisor for a state owned bank . ,0, bank,bank.noun.0
"such a trader first '' borrows '' shares of that stock from their owner, typically via an international bank or a prime broker under the condition that he will return it on demand . ",0, bank,bank.noun.0
he was the chairman of the board of directors of planter 's bank and trust company . ,0, bank,bank.noun.0
"midwest federal savings and loan was an american bank headquartered in minneapolis , minnesota . ",0, bank,bank.noun.0
"he has also led campaigns to reform insurers , politicians , innovative bank , oil companies , and utilities . ",0, bank,bank.noun.0
"the panic was followed by a five-year depression , characterized by ongoing failures of unreliable bank and financial institutions and record unemployment levels . ",0, bank,bank.noun.0
"in layman 's terms , this is when the seller in a transaction offers the buyer a loan rather than the buyer obtaining one from a international bank . ",0, bank,bank.noun.0
the secure bank is also a major participant in the securities market and the foreign currency market in kazakhstan . ,0, bank,bank.noun.0
registration and payment registration can be made for payment through local bank or the hongkong post . ,0, bank,bank.noun.0
"in a separate development , venetian merchants started using paper bills , instructing their leading bank to make payments . ",0, bank,bank.noun.0
"loan officers , also referred to as '' mortgage loan originators '' , work for customer-focused bank and other financial institutions with the main objective to recommend individual and business loan applications for approval . ",0, bank,bank.noun.0
"The former banker who became a whistle - blower , triggering a massive investigation of the internationl bank . ",0, bank,bank.noun.0
The leading bank remained the controlling party when it took over the smaller banks . ,0, bank,bank.noun.0
She would rather have to repay the local bank than borrow from her parents and have to repay them . ,0, bank,bank.noun.0
The literature on secure bank independence has defined a number of types of independence . ,0, bank,bank.noun.0
"Somebody never pays his loans , yet he has the audacity to ask the local bank for money . ",0, bank,bank.noun.0
The MFA targets students who wish to start a career as an analyst in an international bank or who wish to work in consulting . ,0, bank,bank.noun.0
"The first of the tables below lists the member entities and their heads of government , finance ministers and influential bank governors . ",0, bank,bank.noun.0
These accounts were frozen due to the inability for foreign countries to pay their debts back to the international bank . ,0, bank,bank.noun.0
"The Bank of England is the UK 's central bank and is responsible for issuing notes and coins in the nation 's currency , the pound sterling . ",0, bank,bank.noun.0
"When the war with France broke out , the French king confiscated the Riccardi 's assets, and the central bank went bankrupt . ",0, bank,bank.noun.0
"The leading bank on Main Street offers a variety of financial services , including savings accounts , personal loans , and investment advice , making it a convenient choice for local residents . ",0, bank,bank.noun.0
"During the financial crisis , the government stepped in to bail out several central bank to prevent a complete collapse of the banking system . ",0, bank,bank.noun.0
"She decided to deposit her paycheck at the local bank , knowing that her money would be safe and that she could earn interest on her savings . ",0, bank,bank.noun.0
"The customer - focused bank 's new mobile app allows customers to check their account balances , transfer funds , and pay bills from the convenience of their smartphones . ",0, bank,bank.noun.0
"The influential bank 's interest rates for home mortgages were competitive , making it an attractive option for first - time homebuyers looking to secure financing . ",0, bank,bank.noun.0
"The customer - focused bank 's customer service team was known for being friendly and efficient , helping clients with everything from opening accounts to resolving issues . ",0, bank,bank.noun.0
"The successful bank robbery was carefully planned , with the thieves disabling the security cameras and making off with millions of dollars in cash and valuables . ",0, bank,bank.noun.0
"The international bank 's online platform offered a wide range of services , from managing accounts to applying for loans , making it easy for customers to handle their finances remotely . ",0, bank,bank.noun.0
"After years of saving diligently , she was finally able to put down a substantial deposit on her dream home , thanks to the interest earned on her local bank savings . ",0, bank,bank.noun.0
"She was thrilled to receive a scholarship that would cover her tuition , and she immediately deposited the funds into her savings bank account to manage her expenses . ",0, bank,bank.noun.0
There was an old man fishing on the muddy bank . ,1, bank,bank.noun.9
An old house was standing on the southern bank of river severn . ,1, bank,bank.noun.9
A young man jumped in and swam to the opposite bank . ,1, bank,bank.noun.9
The north bank of the thames is a popular fishing spot . ,1, bank,bank.noun.9
Many ducks waddle on the overgrown bank . ,1, bank,bank.noun.9
"At the overgrown bank of the river , many kids meet to skip stones ",1, bank,bank.noun.9
The steep bank of the river is shaded by big trees . ,1, bank,bank.noun.9
Fishing rods rest against the shaded bank . ,1, bank,bank.noun.9
While walking along the overgrown bank we heard many frogs croaking . ,1, bank,bank.noun.9
Couples stroll along the grassy bank of the river . ,1, bank,bank.noun.9
Canoeists navigate downstream the meandering bank  . ,1, bank,bank.noun.9
"On the left side of the rocky bank , I saw otters play . ",1, bank,bank.noun.9
Along the steep bank many wildflowers bloom in spring  . ,1, bank,bank.noun.9
Patiently wating for prey a fish hids by the overgrown bank . ,1, bank,bank.noun.9
From the steep bank some fishermen cast lines into the river . ,1, bank,bank.noun.9
Kayaks can easily launch from the sandy bank of the river . ,1, bank,bank.noun.9
In the reeds of the overgrown bank some birds can safely build nests . ,1, bank,bank.noun.9
We see many children building sandcastles on the sandy bank . ,1, bank,bank.noun.9
By the rocky bank of the river some hikers rest on the flat boulders . ,1, bank,bank.noun.9
Turtles bask in sunlight on the muddy bank . ,1, bank,bank.noun.9
The river curves gently along the meandering bank . ,1, bank,bank.noun.9
"the trail goes east and follows the southern bank of the tar river , then at the confluence of the tar river and green mill run , turns south and follows the western edge of the tributary . ",1, bank,bank.noun.9
boat quay is a historical quay in singapore which is situated upstream from the mouth of the singapore river on its southern bank . ,1, bank,bank.noun.9
"anemone canadensis ( canada anemone , round-headed anemone , meadow anemone , crowfoot ) is a herbaceous perennial native to moist meadow , thicket , stream bank , and lake shore in north america , spreading rapidly by underground rhizome , valued for its white flower . ",1, bank,bank.noun.9
"the power station is located immediately downstream of the dam , on the left bank . ",1, bank,bank.noun.9
"organic matter can also enter the lotic system already in the fpom stage by wind , surface runoff , rocky bank erosion , or groundwater . ",1, bank,bank.noun.9
