sentence,id,name,senseid
Apple revolutionized the technology industry with its innovative products like the iPhone and MacBook . ,0, apple,apple.noun.12
The market eagerly awaits the release of Apple 's latest technology . ,0, apple,apple.noun.12
Apple 's retail stores are known for their sleek design and exceptional customer service experience . ,0, apple,apple.noun.12
"Investors closely monitor Apple 's quarterly earnings reports , as the company's performance often influences stock market trends . ",0, apple,apple.noun.12
"As one of the world 's most valuable companies, Apple continues to push the boundaries of technology and design , shaping the future of consumer electronics . ",0, apple,apple.noun.12
I 'm excited to visit Apple 's flagship store in New York . ,0, apple,apple.noun.12
Apple iPhones features cutting - edge technology and sleek design . ,0, apple,apple.noun.12
Apple products are known for their user - friendly interfaces . ,0, apple,apple.noun.12
The CEO of Apple announced a new product during the keynote . ,0, apple,apple.noun.12
"The customer service provided by Apple is top - notch , always ready to assist . ",0, apple,apple.noun.12
I downloaded the latest app from the Apple App Store . ,0, apple,apple.noun.12
I 'm attending the Apple Developer Conference next month . ,0, apple,apple.noun.12
The market share of Apple continues to grow steadily worldwide . ,0, apple,apple.noun.12
I 'm learning Swift to develop apps for the Apple platform . ,0, apple,apple.noun.12
I 'm considering investing in Apple stock for long-term growth . ,0, apple,apple.noun.12
I 'm attending an Apple event to learn about their latest innovations . ,0, apple,apple.noun.12
I 'm browsing the latest accessories in the Apple Store online . ,0, apple,apple.noun.12
The focus Apple has on privacy and data security is exeptional . ,0, apple,apple.noun.12
The iconic logo of Apple has become synonymous with innovation . ,0, apple,apple.noun.12
"The corporate culture at Apple fosters creativity , collaboration , and innovation . ",0, apple,apple.noun.12
"initially started as a project within apple to provide a replacement for the mac os , it was later spun off into a joint venture with ibm , for the purpose of building a competing platform to microsoft cairo and nextstep , as part of the aim alliance . ",0, apple,apple.noun.12
"the changes to the dock bring its functionality also close to that of apple 's newton os button bar , as found in the messagepad 2x00 series and the likes . ",0, apple,apple.noun.12
"history intel , silicon graphics , apple , and sun all had retained mode scene graph apis under development in 1996 . ",0, apple,apple.noun.12
peter and joe help quagmire pick out an apple computer at the mall . ,0, apple,apple.noun.12
versions of the game were produced for both the windows pc and apple macintosh operating systems . ,0, apple,apple.noun.12
"the brand does not have any retail outlets but sells selected items via high street stores including hmv , apple premium resellers and selfridges & co . ",0, apple,apple.noun.12
"tolmasky and boucher both previously worked for apple , on the iphone and itunes respectively . ",0, apple,apple.noun.12
"spectre was a computer game for the apple macintosh , developed in 1990 by peninsula gameworks and published in 1991 by velocity development . ",0, apple,apple.noun.12
"the apple hydra mac i/o ( mio ) chip ( from the 1990s mac os era ) implemented a mpic alongside a scsi controller , adb controller , geoport controller , and timers . ",0, apple,apple.noun.12
"this presented a problem to apple : the mac was due to be launched in 1983 ( originally ) , with a new user interface paradigm , but no third-party software would be available for it , nor could users easily write their own . ",0, apple,apple.noun.12
it was released in europe and on a limited basis in north america for the microsoft windows and apple macintosh platforms . ,0, apple,apple.noun.12
